application_id,customer_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,residential_address,applicant_age,gender,number_of_dependents,loan_status,fraud_flag,fraud_type
a052f6b9-f706-440a-a9f4-d1d735babdc7,CUST100905,2022-08-08,Car Loan,540000.0,12,11.98,Education,Self-Employed,51200.0,737,1800.0,5.474286046821788,Rented,"12/03, Bora Nagar, Bhavnagar-945237, Jehanabad, Manipur, 319260",27,Male,3,Approved,0,
1fefea56-e7ff-49ac-b00f-6203f5afc889,CUST119307,2023-04-26,Personal Loan,516000.0,12,11.99,Debt Consolidation,Salaried,76100.0,692,2700.0,3.0060090689698926,Owned,"06/370, Ganesh Circle, Kota 930427, Bettiah, Assam, 424636",27,Female,1,Approved,0,
2471b3ac-33b4-45c9-a03f-e0d0bc547403,CUST110524,2025-03-28,Business Loan,447000.0,60,12.17,Wedding,Salaried,55700.0,694,6200.0,13.67828388726818,Rented,"58/72, Bala Marg, Hosur 972838, Karawal Nagar, Tamil Nadu, 984840",57,Female,0,Fraudulent - Undetected,1,Income Misrepresentation
484726d5-32e3-4781-ab49-b9c941f9e3bd,CUST109552,2023-02-01,Education Loan,856000.0,360,15.23,Business Expansion,Self-Employed,63900.0,782,3500.0,11.472251235901238,Owned,"94/07, Halder Circle, Gopalpur 510097, Bathinda, Kerala, 695739",65,Other,1,Fraudulent - Detected,1,Loan Stacking
856e708d-2319-46cb-92ae-b66b641a8293,CUST117852,2024-11-26,Car Loan,646000.0,36,7.29,Vehicle Purchase,Business Owner,44500.0,634,2000.0,3.568740417876314,Rented,"H.No. 27, Dada Marg, Orai-223844, Bettiah, Madhya Pradesh, 318596",40,Male,4,Declined,0,
59acbd60-802c-41f0-89b1-be87366afe22,CUST113873,2024-01-28,Education Loan,850000.0,60,10.86,Wedding,Business Owner,44800.0,710,2000.0,3.5388050124258292,Jointly Owned,"40/872, Bhasin, Guna-149838, Darbhanga, Kerala, 407195",39,Male,2,Approved,0,
d242151a-fe6b-47bb-b23e-d13a2133a2ff,CUST104761,2024-09-17,Car Loan,445000.0,240,10.8,Vehicle Purchase,Self-Employed,66700.0,656,7400.0,17.303299040501578,Rented,"13, Jhaveri Path, Unnao-424316, Asansol, Karnataka, 043651",58,Other,0,Approved,0,
c37905f7-38ba-4a33-81cd-8d87ac545e8c,CUST117643,2022-08-22,Personal Loan,526000.0,12,7.02,Wedding,Retired,85600.0,695,700.0,3.8394166482630334,Jointly Owned,"26, Bora Ganj, Kulti 606084, Bijapur, Telangana, 418980",21,Female,0,Approved,0,
578891a7-ae01-4c91-a334-befd59366732,CUST104645,2024-08-02,Car Loan,879000.0,24,7.56,Medical Emergency,Self-Employed,90400.0,676,0.0,-1.8471131458824286,Owned,"18/971, Rama Road, Bhind-929961, Hubli–Dharwad, Haryana, 109107",56,Other,2,Approved,0,
b3b2e51b-7214-4209-a14f-c69de32f4d41,CUST113969,2025-04-04,Education Loan,679000.0,24,12.76,Vehicle Purchase,Student,24700.0,734,2100.0,10.634663400096622,Rented,"47/413, Koshy Marg, Vijayanagaram 634236, Danapur, Sikkim, 220131",32,Other,1,Approved,0,
0bf72f55-4585-4e37-add1-5cfac617ccd1,CUST100134,2023-05-13,Home Loan,100000.0,120,11.57,Debt Consolidation,Business Owner,27000.0,780,0.0,-1.8232835231760756,Owned,"H.No. 705, Devan Ganj, Madhyamgram 103579, Belgaum, West Bengal, 985524",40,Other,3,Approved,0,
