application_id,customer_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,residential_address,applicant_age,gender,number_of_dependents,loan_status,fraud_flag,fraud_type
bcb29f77-e412-4cb9-9521-bda99441f8b5,CUST105737,2024-10-15,Business Loan,599000.0,36,9.23,Debt Consolidation,Student,85300.0,705,1100.0,1.29,Rented,"H.No. 96, Hegde Nagar, Pune-843083, Buxar, Bihar, 695614",59,Other,4,Approved,0,
7f960c20-8695-41b3-9da0-3f714688d05a,CUST100902,2023-05-30,Home Loan,387000.0,360,8.72,Medical Emergency,Retired,50700.0,628,2400.0,4.73,Owned,"053, Zachariah, Chennai-745447, Katihar, Sikkim, 317146",26,Female,1,Declined,0,
ed1fa3d8-5b92-4cae-af70-dc4b419490aa,CUST119955,2023-05-04,Home Loan,705000.0,60,8.56,Wedding,Unemployed,26000.0,547,2500.0,9.62,Owned,"50/821, Swaminathan Ganj, Miryalaguda-869416, Ambarnath, Assam, 786397",62,Female,1,Declined,0,
6de752b1-3147-4dfa-a02f-1d04b47eff49,CUST105604,2024-08-08,Home Loan,501000.0,12,9.51,Wedding,Salaried,60500.0,817,6300.0,10.41,Owned,"92, Bajwa Street, Bulandshahr 087713, Warangal, Kerala, 337320",23,Male,0,Approved,0,
d532fa54-821a-4472-bb13-b1e699b540dd,CUST115973,2022-09-07,Business Loan,444000.0,36,11.97,Debt Consolidation,Retired,118700.0,658,2700.0,2.27,Owned,"58, Wason Circle, Ranchi-765560, Tirunelveli, Uttar Pradesh, 487231",35,Male,3,Approved,0,
b51dcca7-291c-415b-a065-472ae345ff1d,CUST105791,2023-10-24,Education Loan,106000.0,240,12.24,Debt Consolidation,Retired,10000.0,778,4800.0,48.0,Jointly Owned,"77, Krishna Marg, Shahjahanpur 294928, Allahabad, Tripura, 749566",46,Female,3,Approved,0,
9ee2047f-8af1-4452-a28f-d54d53aaf697,CUST115051,2024-03-11,Business Loan,615000.0,24,9.86,Debt Consolidation,Unemployed,73200.0,654,5000.0,6.83,Owned,"69/83, Buch Ganj, Madanapalle-344521, Bihar Sharif, Himachal Pradesh, 837646",39,Male,0,Approved,0,
772801eb-73fc-490a-8d6d-1d194f56fffe,CUST102778,2023-09-09,Home Loan,100000.0,360,9.29,Home Renovation,Business Owner,48500.0,703,700.0,1.44,Rented,"77/286, Dutt Chowk, Sambhal 734571, Madhyamgram, Bihar, 806550",49,Other,1,Approved,0,
364cf52d-61d7-4141-931c-ddf8138065b7,CUST114231,2023-04-20,Car Loan,712000.0,24,12.84,Vehicle Purchase,Self-Employed,45000.0,694,2900.0,6.44,Owned,"H.No. 135, Varughese, Nagpur 474665, Farrukhabad, Gujarat, 315296",27,Male,3,Approved,0,
ea9b4381-3e36-4404-b965-d20a41fc7a97,CUST105733,2023-10-24,Car Loan,100000.0,24,10.36,Medical Emergency,Business Owner,45200.0,756,3300.0,7.3,Rented,"H.No. 801, Chacko Nagar, Serampore 754253, Pali, Haryana, 085665",33,Other,2,Approved,0,
