application_id,customer_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,residential_address,applicant_age,gender,number_of_dependents,loan_status,fraud_flag,fraud_type
56cf22ff-cd34-4058-a232-bc982b337824,CUST118171,2023-10-01,Home Loan,399000.0,360,13.78,Medical Emergency,Salaried,63500.0,715,2600.0,4.09,Rented,"35/345, Boase Zila, Karaikudi-576117, Nadiad, Maharashtra, 503569",45,Female,0,Approved,0,
7b806503-a466-4353-912d-ddf165e1f141,CUST101532,2023-11-23,Education Loan,547000.0,36,9.15,Business Expansion,Unemployed,58100.0,695,5500.0,9.47,Rented,"46, Dutta Zila, Chinsurah-322247, Sasaram, Bihar, 148129",40,Female,4,Approved,0,
318e65c9-4ebf-4a12-a798-52a0d1933f9b,CUST115596,2025-04-28,Personal Loan,1095000.0,12,9.83,Home Renovation,Business Owner,60100.0,754,3600.0,5.99,Rented,"440, Dalal, Bhilwara-182201, Gwalior, Nagaland, 063909",28,Female,4,Approved,0,
2142309a-000b-41cf-a100-50d815f8b663,CUST109206,2025-05-10,Car Loan,513000.0,240,8.74,Business Expansion,Salaried,76300.0,689,5500.0,7.21,Owned,"H.No. 48, Chad Street, Visakhapatnam 781837, Raipur, Goa, 436543",57,Other,1,Approved,0,
f53de83d-ff0c-4a73-8905-769d13c84ffc,CUST108848,2025-05-15,Home Loan,674000.0,120,11.5,Wedding,Retired,37500.0,660,5600.0,14.93,Jointly Owned,"40, Bath Circle, Gurgaon-172569, Dehri, Punjab, 380664",53,Female,0,Approved,0,
f57391f2-f023-46fc-9c86-4fe19de87484,CUST107864,2025-03-18,Home Loan,644000.0,120,10.74,Business Expansion,Unemployed,38500.0,726,2100.0,5.45,Rented,"55/12, Vig Circle, Aurangabad 671984, Berhampur, Arunachal Pradesh, 194044",60,Other,4,Approved,0,
b84e3e79-baad-478d-894d-c14528689b4c,CUST106423,2024-01-28,Business Loan,363000.0,12,7.0,Medical Emergency,Student,53400.0,666,3900.0,7.3,Owned,"20, Deshmukh Road, Muzaffarpur-937468, Rajpur Sonarpur, Rajasthan, 198340",62,Female,1,Approved,0,
14643b9c-7968-47cb-8d67-8d4533bb1e56,CUST102859,2023-05-25,Personal Loan,216000.0,12,12.28,Vehicle Purchase,Self-Employed,54900.0,724,900.0,1.64,Owned,"17, Dugar Ganj, Rewa 684470, Unnao, Jharkhand, 912602",64,Female,4,Approved,0,
bea47165-709a-47e6-a2c1-b100dcb30354,CUST107385,2024-11-08,Personal Loan,396000.0,360,8.84,Home Renovation,Business Owner,57900.0,720,4700.0,8.12,Owned,"H.No. 995, Kapoor Street, Tinsukia 375919, Noida, Manipur, 434452",25,Male,0,Approved,0,
53c66440-2eb2-4df1-aeef-5c9c1355871f,CUST101645,2024-06-27,Car Loan,282000.0,12,7.0,Debt Consolidation,Student,60700.0,616,2200.0,3.62,Owned,"H.No. 912, Soni, Kulti 702657, Jalna, Punjab, 355019",49,Other,4,Declined,0,
1fa51ef9-30ce-4dae-bf4e-7d56a9c0a453,CUST111187,2025-01-21,Personal Loan,100000.0,24,10.22,Medical Emergency,Salaried,63700.0,684,1400.0,2.2,Owned,"63, Divan Circle, Ulhasnagar-610623, Nadiad, Telangana, 441767",44,Female,0,Approved,0,
5177ca0d-703b-468e-b912-2ecf5adfea75,CUST110930,2022-11-14,Car Loan,256000.0,12,8.67,Debt Consolidation,Unemployed,39800.0,660,5400.0,13.57,Jointly Owned,"50, Sane, Dehradun 570621, Gaya, Madhya Pradesh, 300791",63,Other,0,Approved,0,
f75b0592-9136-4c96-b75c-e8364c4dd5f7,CUST107208,2023-03-27,Car Loan,571000.0,24,8.31,Business Expansion,Self-Employed,18200.0,696,3300.0,18.13,Owned,"51, Shroff Path, Amritsar-251274, Panvel, Andhra Pradesh, 692007",33,Female,3,Approved,0,
05698c17-8469-457d-bf91-8177abe1c230,CUST117626,2023-11-10,Education Loan,545000.0,240,8.85,Home Renovation,Self-Employed,87100.0,731,0.0,0.0,Owned,"976, Keer Road, Moradabad 117684, Amravati, Arunachal Pradesh, 545582",55,Other,4,Approved,0,
8c6cea20-5cc9-487a-83dd-a14527f3b116,CUST117326,2024-05-03,Business Loan,212000.0,36,13.22,Business Expansion,Retired,35800.0,639,700.0,1.96,Rented,"H.No. 910, Chawla Road, Pallavaram 965673, Kirari Suleman Nagar, Telangana, 367515",34,Other,2,Declined,0,
cf0187c9-ee37-4f14-8688-b9e310d2a3a6,CUST118938,2024-10-15,Car Loan,504000.0,60,12.99,Medical Emergency,Salaried,82200.0,631,3600.0,4.38,Rented,"314, Ratti Marg, Vijayanagaram 888962, Phagwara, Andhra Pradesh, 484655",39,Female,4,Declined,0,
13f75bf4-ffcd-4dc3-a3b8-11d95949a77a,CUST116091,2025-05-18,Car Loan,395000.0,360,10.28,Home Renovation,Business Owner,69700.0,700,2200.0,3.16,Jointly Owned,"66/554, Sodhi Nagar, Hyderabad-235662, Pondicherry, Kerala, 588401",56,Male,0,Approved,0,
4d2c8db9-d1e3-4c08-9b8a-b1547ae7020f,CUST102009,2025-05-14,Home Loan,382000.0,360,11.59,Business Expansion,Self-Employed,73400.0,711,1900.0,2.59,Jointly Owned,"71/71, Edwin Ganj, Karnal-054825, Kozhikode, Telangana, 396433",48,Male,4,Approved,0,
99866273-7261-4b4a-894c-e12e1bbd7b30,CUST117651,2024-10-31,Education Loan,697000.0,36,7.5,Medical Emergency,Retired,76200.0,708,2900.0,3.81,Rented,"87/445, Srivastava Ganj, Anand 867433, Pimpri-Chinchwad, Uttar Pradesh, 716945",54,Male,4,Approved,0,
597b75ff-28b9-4202-9cf5-a93b2b7a84a8,CUST104385,2025-01-21,Home Loan,723000.0,120,12.84,Home Renovation,Retired,39900.0,699,2700.0,6.77,Owned,"92/65, Ramachandran Circle, Mysore-252023, Haldia, Bihar, 228669",32,Male,0,Fraudulent - Undetected,1,Transaction Laundering
5479ada3-d0ac-4f9b-8cba-84e257747175,CUST110425,2024-07-07,Car Loan,444000.0,12,9.42,Home Renovation,Salaried,62700.0,789,2000.0,3.19,Owned,"34/67, Divan Marg, Karimnagar 866383, Tenali, Arunachal Pradesh, 044653",31,Male,2,Approved,0,
59923dc8-dbc6-4192-94c8-b8c36e187d01,CUST104810,2024-07-16,Education Loan,797000.0,12,9.68,Home Renovation,Salaried,68900.0,704,4300.0,6.24,Owned,"H.No. 314, Varghese Road, Agartala 634814, Navi Mumbai, Bihar, 483394",49,Other,3,Fraudulent - Detected,1,Loan Stacking
c53c857e-94c1-41d8-8018-534ee9279edc,CUST117775,2022-12-08,Car Loan,314000.0,120,11.07,Education,Unemployed,71600.0,782,2300.0,3.21,Rented,"62, Jain Circle, Raiganj-676567, Kishanganj, Kerala, 393658",26,Female,4,Approved,0,
e840622b-8cec-4e3d-bb90-e706ce200ffb,CUST117591,2024-05-22,Business Loan,745000.0,240,8.97,Wedding,Retired,49200.0,655,3500.0,7.11,Rented,"49, Borra Zila, Siwan 975021, Chandrapur, Jharkhand, 076047",23,Male,2,Approved,0,
1c2b63be-8194-4739-96b7-43f12379392d,CUST108286,2023-10-03,Home Loan,759000.0,240,11.25,Education,Business Owner,53800.0,619,7600.0,14.13,Rented,"04/27, Dass Path, Howrah 967437, Kota, Madhya Pradesh, 827351",54,Female,3,Declined,0,
e757b52e-b456-4170-8dd9-29adf45bf5ce,CUST100688,2024-12-30,Car Loan,652000.0,60,9.64,Wedding,Retired,67800.0,655,4100.0,6.05,Jointly Owned,"H.No. 67, Shetty Street, Madanapalle-609114, Kakinada, Uttarakhand, 935923",45,Male,4,Approved,0,
d812f777-e2fa-4b51-9ecb-61761c0e5d13,CUST108447,2023-02-25,Business Loan,100000.0,24,7.0,Wedding,Retired,105200.0,739,2600.0,2.47,Jointly Owned,"352, Majumdar Ganj, Ghaziabad-248966, Bongaigaon, West Bengal, 228827",30,Male,3,Approved,0,
39a16f87-9f06-44b5-9983-5589e02434d9,CUST119672,2025-04-17,Education Loan,1230000.0,36,9.86,Home Renovation,Salaried,52600.0,641,3100.0,5.89,Owned,"26, Sibal Zila, Malda 125682, Katni, Madhya Pradesh, 405998",30,Female,1,Declined,0,
eb98e54f-8614-4dc4-b661-5cdd326fab38,CUST108021,2024-05-20,Home Loan,162000.0,240,11.67,Wedding,Retired,35900.0,715,0.0,0.0,Jointly Owned,"H.No. 971, Mall Nagar, Durg 771451, Avadi, Meghalaya, 432348",58,Other,2,Approved,0,
d20a38aa-3e11-4ec5-84d5-cf428ff36742,CUST104684,2023-05-18,Business Loan,320000.0,12,10.47,Home Renovation,Business Owner,24100.0,645,1800.0,7.47,Owned,"22/615, Kakar Chowk, Indore-952254, Madhyamgram, Rajasthan, 940843",26,Female,4,Declined,0,
93b7e606-f287-4dc2-8f15-4aa644f33c18,CUST105604,2025-02-03,Car Loan,679000.0,12,7.4,Education,Salaried,60500.0,599,2900.0,4.79,Rented,"92, Bajwa Street, Bulandshahr 087713, Warangal, Kerala, 337320",23,Male,0,Declined,0,
f0c0f2c4-808a-4480-b76c-2d099fcf34b5,CUST113091,2024-10-26,Home Loan,100000.0,120,11.5,Education,Student,53800.0,817,2900.0,5.39,Rented,"H.No. 37, Madan Ganj, Guntur 686902, Aligarh, Haryana, 697458",21,Other,0,Approved,0,
bce8ddb0-65e6-47e0-b05b-85045b81b202,CUST105799,2024-05-27,Personal Loan,275000.0,120,13.05,Vehicle Purchase,Unemployed,33800.0,684,2100.0,6.21,Jointly Owned,"89/768, Yadav Street, Ujjain 363324, Jammu, Bihar, 119139",35,Other,2,Approved,0,
82db17e3-1e7f-4d40-9ead-6d4cb3b5e1ea,CUST102776,2023-10-04,Business Loan,495000.0,120,11.11,Business Expansion,Unemployed,43600.0,760,200.0,0.46,Rented,"669, Bhat Ganj, Orai 218625, Ghaziabad, Kerala, 394874",33,Male,1,Approved,0,
32b2ad4d-6be9-487c-923f-5ff4e5261aea,CUST104122,2022-07-31,Home Loan,485000.0,60,9.17,Business Expansion,Self-Employed,73900.0,724,1000.0,1.35,Rented,"10/88, Dani Road, Akola-321319, Lucknow, Rajasthan, 527896",30,Female,4,Approved,0,
d692ffc3-e9ad-4409-9b10-3becfbb3f9fb,CUST105795,2022-12-22,Education Loan,452000.0,240,10.95,Education,Unemployed,47300.0,715,3100.0,6.55,Jointly Owned,"H.No. 22, Mannan Ganj, Bulandshahr 754836, Chandigarh, Manipur, 334201",29,Other,2,Approved,0,
60db0808-0f08-4cbd-9155-2564444c5cbd,CUST114878,2023-08-16,Business Loan,100000.0,240,10.18,Vehicle Purchase,Retired,47300.0,657,600.0,1.27,Owned,"H.No. 391, Bedi, Hindupur-248790, Sangli-Miraj & Kupwad, Madhya Pradesh, 275428",27,Female,1,Approved,0,
