application_id,customer_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,residential_address,applicant_age,gender,number_of_dependents,loan_status,fraud_flag,fraud_type
059cfef5-a56f-467f-b184-25807980093d,CUST119410,2023-11-18,Home Loan,249000.0,24,7.13,Wedding,Unemployed,75300.0,642,4600.0,6.11,Rented,"15/490, Apte Street, Nashik-186833, Thane, Tripura, 107463",23,Other,4,Declined,0,
96116065-70c1-4738-8ed2-3bea7432e2ae,CUST105946,2024-07-15,Car Loan,353000.0,36,12.03,Medical Emergency,Business Owner,35000.0,682,4300.0,12.29,Owned,"28/898, Kothari Ganj, Malda 732523, Akola, Odisha, 817550",41,Other,1,Approved,0,
84dce34f-b908-4215-a501-3dc65dddfd2b,CUST107441,2024-01-14,Personal Loan,607000.0,120,9.34,Wedding,Salaried,119800.0,643,4500.0,3.76,Owned,"015, Master Street, Maheshtala 713208, Warangal, Bihar, 532225",55,Female,1,Declined,0,
f4479e83-a770-4de0-a3eb-eed09541f3b5,CUST102376,2025-01-10,Business Loan,548000.0,36,11.56,Medical Emergency,Business Owner,41000.0,696,4300.0,10.49,Rented,"H.No. 86, Deol Circle, Ludhiana-247165, Tadepalligudem, Gujarat, 512054",37,Female,4,Approved,0,
b9e3de34-8104-4ae9-940f-35aa431b4574,CUST113209,2024-11-27,Education Loan,759000.0,240,11.87,Vehicle Purchase,Retired,81400.0,765,0.0,0.0,Jointly Owned,"47, Amble Circle, Kochi-985662, Phagwara, Arunachal Pradesh, 033045",53,Female,3,Approved,0,
1d2b83c9-a64e-4144-b6e0-30556c76d62d,CUST117167,2023-12-12,Education Loan,178000.0,360,10.88,Business Expansion,Self-Employed,20500.0,714,400.0,1.95,Rented,"73/54, Kannan Zila, Jorhat-406413, Bareilly, Karnataka, 526732",24,Other,2,Approved,0,
1d64b1e8-45f1-4b34-a418-322628e9f6a1,CUST102968,2025-04-10,Home Loan,348000.0,240,11.07,Education,Student,10000.0,777,5700.0,57.0,Owned,"44, Gopal Circle, Karawal Nagar 892685, Bhubaneswar, Chhattisgarh, 011836",56,Female,0,Approved,0,
b81e3040-b18f-49e7-8c3a-f75560200185,CUST103343,2022-08-20,Education Loan,617000.0,12,7.0,Medical Emergency,Student,80800.0,680,500.0,0.62,Owned,"H.No. 181, Lad Road, Patna 187996, Nizamabad, Sikkim, 060882",46,Male,2,Approved,0,
a8af1973-28af-4ae9-b3cc-6da56a065577,CUST115661,2024-11-15,Personal Loan,862000.0,36,14.29,Vehicle Purchase,Business Owner,33500.0,677,1900.0,5.67,Jointly Owned,"408, Gade Chowk, Durg-195926, Bhagalpur, Bihar, 162139",48,Male,2,Approved,0,
3de5bcc3-24e6-402b-a6d8-e2ffb1fc61b0,CUST110147,2024-04-18,Business Loan,391000.0,120,7.53,Education,Retired,46200.0,729,3800.0,8.23,Owned,"67/88, Venkataraman Street, Aurangabad 755380, Chennai, Rajasthan, 250049",22,Other,4,Approved,0,
8649ce86-93be-4c4a-b01b-8e249b2d68ab,CUST104666,2024-11-03,Business Loan,639000.0,24,12.15,Debt Consolidation,Unemployed,34000.0,657,3100.0,9.12,Owned,"78/326, Dayal Street, Farrukhabad 301438, Erode, Haryana, 476439",53,Male,1,Approved,0,
243b1c91-daf9-4546-a68f-b69b061f8ef2,CUST106606,2024-07-11,Car Loan,946000.0,36,11.79,Education,Salaried,29800.0,680,0.0,0.0,Owned,"43/607, Chokshi Ganj, Ahmedabad 606627, Munger, Tripura, 950922",59,Male,2,Approved,0,
d15cd559-74c5-424a-99d6-46093a140afd,CUST109529,2024-03-15,Home Loan,775000.0,60,15.31,Home Renovation,Business Owner,46200.0,736,2200.0,4.76,Rented,"H.No. 88, Dhaliwal Circle, Ambattur-119205, Latur, Punjab, 829543",39,Female,1,Approved,0,
a4cb21c0-7c9c-45b4-b9db-a659a82c9735,CUST119829,2024-05-11,Home Loan,461000.0,24,12.88,Home Renovation,Retired,36200.0,636,3700.0,10.22,Rented,"52/994, Lal Path, Bongaigaon 344216, Madanapalle, Uttarakhand, 935667",50,Other,2,Declined,0,
a54b7db6-f9f5-4c98-89c9-61f33af9505f,CUST109863,2024-02-15,Personal Loan,588000.0,120,12.26,Medical Emergency,Self-Employed,23200.0,688,1700.0,7.33,Jointly Owned,"H.No. 652, Chakraborty Ganj, Begusarai-841043, Sikar, Meghalaya, 205246",46,Male,1,Approved,0,
10623d79-7d7d-41d6-9e89-79bae7218752,CUST107293,2025-03-11,Home Loan,869000.0,24,11.88,Wedding,Student,25500.0,738,2300.0,9.02,Jointly Owned,"05/01, Kade Path, Kakinada 045267, Bhopal, Andhra Pradesh, 273540",43,Other,3,Approved,0,
5149c9f9-554f-4236-9d2e-4d53ff4a8b6e,CUST116590,2022-12-01,Personal Loan,100000.0,24,12.65,Debt Consolidation,Self-Employed,14900.0,661,3400.0,22.82,Owned,"H.No. 52, Divan Chowk, Mangalore-657623, Jamshedpur, Meghalaya, 699329",37,Female,0,Approved,0,
992d724c-7af6-4d9d-a8f5-e0d672b5be5d,CUST113841,2022-08-19,Car Loan,391000.0,120,7.09,Business Expansion,Student,52500.0,645,1500.0,2.86,Owned,"H.No. 86, Uppal Marg, Alwar 876237, Sangli-Miraj & Kupwad, Rajasthan, 684696",64,Male,0,Declined,0,
524ed919-003e-4120-93e2-da3585c9810c,CUST118223,2022-10-04,Car Loan,1263000.0,12,9.93,Medical Emergency,Retired,56300.0,661,0.0,0.0,Rented,"274, Basu Nagar, Kakinada 359262, Jhansi, Sikkim, 360568",41,Male,4,Approved,0,
acda13d9-3ff8-4962-9c93-6d1e163e7696,CUST105927,2024-05-11,Car Loan,527000.0,12,10.4,Vehicle Purchase,Self-Employed,54200.0,744,2600.0,4.8,Owned,"88/05, Zacharia Circle, Suryapet-031983, Davanagere, Maharashtra, 280484",32,Other,4,Fraudulent - Detected,1,Income Misrepresentation
aad7181b-d48e-45e9-a557-55354ebc4812,CUST109115,2022-10-03,Home Loan,145000.0,120,10.22,Education,Self-Employed,72800.0,741,5600.0,7.69,Rented,"07/10, Raman Chowk, Muzaffarpur 415650, Alappuzha, Himachal Pradesh, 657172",55,Other,2,Approved,0,
9242ee8c-5eec-40c0-99f0-7d15b43ebf1a,CUST106381,2025-05-26,Education Loan,735000.0,360,9.61,Medical Emergency,Student,14000.0,664,1100.0,7.86,Owned,"H.No. 763, Dara Chowk, Bhind 665520, Bokaro, Gujarat, 616458",30,Female,0,Approved,0,
504eda60-6533-48aa-bb52-fb5bc1f197c0,CUST101009,2025-02-01,Home Loan,652000.0,120,10.34,Wedding,Student,36600.0,805,5500.0,15.03,Owned,"41/589, Ratta Street, Berhampur-437661, Erode, Madhya Pradesh, 808122",23,Other,4,Approved,0,
23f85d0b-ce7b-4a7e-b866-331eeef71ea3,CUST115448,2025-04-30,Car Loan,476000.0,120,9.71,Business Expansion,Salaried,73400.0,686,500.0,0.68,Rented,"24, Dugar Road, Tenali-102264, Hosur, Bihar, 316550",43,Other,0,Approved,0,
7bb68a2d-c716-4e13-aad8-dc7d8fe90aa8,CUST109825,2023-04-24,Home Loan,586000.0,360,10.91,Debt Consolidation,Retired,11600.0,817,4400.0,37.93,Jointly Owned,"H.No. 591, Master Ganj, Karawal Nagar 138946, Giridih, West Bengal, 676456",61,Other,4,Approved,0,
870359b3-29d1-49ba-910e-88f0b0f7ca7e,CUST116470,2025-01-14,Car Loan,222000.0,24,8.2,Debt Consolidation,Unemployed,94600.0,723,4600.0,4.86,Rented,"11/96, Kalla Zila, Jehanabad 248796, Agra, Andhra Pradesh, 583082",52,Female,0,Approved,0,
77f10bfb-ba5b-4c64-ab04-71640e7a7519,CUST117885,2023-05-10,Home Loan,194000.0,360,10.07,Debt Consolidation,Business Owner,54800.0,640,2600.0,4.74,Rented,"49/93, Jain Marg, Unnao-182075, Eluru, Goa, 329066",25,Other,4,Declined,0,
