application_id,customer_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,residential_address,applicant_age,gender,number_of_dependents,loan_status,fraud_flag,fraud_type
dc4fd09d-b91c-42a2-b857-7e7fa38edf72,CUST100295,2023-06-18,Education Loan,356000.0,36,11.69,Medical Emergency,Business Owner,32700.0,682,0.0,0.0,Rented,"H.No. 174, Shan, Malda 399893, Dewas, Jharkhand, 683158",25,Female,2,Approved,0,
f1fcc8de-23ff-44a2-9515-def4e61bd79d,CUST109007,2024-07-03,Home Loan,715000.0,36,10.86,Medical Emergency,Salaried,74500.0,706,2800.0,3.76,Owned,"670, Banik Nagar, Surat-553467, Guwahati, Haryana, 186217",36,Other,0,Approved,0,
3c4a3157-eee4-43d0-b873-b96340c626ab,CUST101767,2022-08-14,Car Loan,515000.0,12,10.93,Business Expansion,Student,45600.0,611,1300.0,2.85,Rented,"63/81, Ahluwalia Ganj, Ajmer-249864, Phagwara, Himachal Pradesh, 654977",54,Other,2,Declined,0,
04d8aee8-5d73-42af-a5c6-73c5df6b90d5,CUST109101,2024-10-22,Education Loan,279000.0,60,15.2,Medical Emergency,Salaried,75500.0,744,300.0,0.4,Owned,"54/431, Choudhury Marg, Baranagar-593050, Malda, Tripura, 386649",60,Other,0,Approved,0,
a6fa3fc9-3f01-48a2-82b3-791fc08aa3ca,CUST111309,2022-10-18,Business Loan,1122000.0,60,9.43,Education,Unemployed,21700.0,685,0.0,0.0,Owned,"H.No. 317, Hora Marg, Jehanabad-751417, Chinsurah, Kerala, 896074",37,Male,3,Approved,0,
6afa6795-0b91-4ecc-b649-b62eb608555a,CUST115445,2023-06-04,Education Loan,864000.0,12,10.6,Home Renovation,Business Owner,61800.0,683,3800.0,6.15,Jointly Owned,"46, Dutta Zila, Haridwar 490052, Durg, Uttarakhand, 244430",40,Male,0,Approved,0,
2c03731b-21eb-42e8-ae78-de5ff29c48e8,CUST119744,2025-01-15,Education Loan,672000.0,60,13.41,Education,Unemployed,47000.0,725,2400.0,5.11,Rented,"H.No. 79, Ranganathan Ganj, Bhatpara-402420, Anantapuram, Odisha, 714722",30,Male,2,Approved,0,
a8006619-d405-4f50-b53d-e51a7c45d7cb,CUST112153,2025-03-25,Car Loan,653000.0,60,10.17,Wedding,Retired,21900.0,759,2500.0,11.42,Owned,"971, Bhardwaj, Kavali-676613, Howrah, Nagaland, 419047",58,Other,4,Approved,0,
d697f8dc-437a-4b48-bb54-3223afbbd7c8,CUST118246,2024-09-12,Personal Loan,1304000.0,36,7.59,Debt Consolidation,Self-Employed,27500.0,698,5500.0,20.0,Rented,"583, Barman Marg, Erode-511446, Udupi, West Bengal, 201164",55,Male,3,Approved,0,
b590b49c-8271-4684-a7d5-639e128233c9,CUST109017,2025-03-27,Personal Loan,607000.0,12,9.15,Business Expansion,Retired,31600.0,679,6100.0,19.3,Owned,"H.No. 010, Balay Street, Narasaraopet-998127, Vasai-Virar, Mizoram, 587369",37,Female,0,Approved,0,
ba70682f-0e14-4f0d-b6ff-99902cd8fae0,CUST109220,2023-12-24,Education Loan,371000.0,36,10.75,Wedding,Business Owner,57200.0,728,900.0,1.57,Rented,"62/237, Srinivasan Ganj, Morena 034456, Bhiwani, West Bengal, 129318",35,Female,4,Approved,0,
af9d8fd8-8b30-4e90-a112-02b464fea321,CUST108412,2022-06-21,Education Loan,319000.0,120,14.17,Home Renovation,Student,23600.0,707,2800.0,11.86,Owned,"35, Ganesan Zila, Avadi-576846, Rourkela, Maharashtra, 034383",37,Female,1,Approved,0,
f87e2983-eae3-4414-a152-efc0b53ac3b3,CUST117436,2025-03-18,Education Loan,639000.0,240,9.63,Medical Emergency,Business Owner,127400.0,634,1200.0,0.94,Jointly Owned,"H.No. 933, Mane Path, Indore-197169, Bettiah, Nagaland, 201738",42,Other,0,Declined,0,
3b7ffd54-8742-4c84-a9ac-6d45610149e8,CUST108128,2024-12-31,Personal Loan,290000.0,240,10.43,Home Renovation,Self-Employed,45400.0,770,1900.0,4.19,Owned,"46, Aggarwal Marg, Chittoor 190079, Ludhiana, Chhattisgarh, 623049",27,Other,1,Approved,0,
5f906e62-4b1f-4331-b4e6-52f21528f516,CUST103683,2024-10-09,Car Loan,680000.0,60,13.82,Business Expansion,Salaried,80700.0,839,2700.0,3.35,Rented,"78, Sheth Road, Ambattur-059532, Ahmedabad, Mizoram, 804267",23,Female,4,Approved,0,
55a76e92-a156-4341-a4e5-7fafa1e691d7,CUST113787,2023-01-25,Business Loan,371000.0,240,12.1,Medical Emergency,Self-Employed,36700.0,748,1300.0,3.54,Rented,"29/02, Virk Marg, Jalgaon-107663, Bhind, Andhra Pradesh, 986097",39,Male,0,Approved,0,
23c108c5-e17d-4543-88c2-789e0d11275c,CUST114964,2022-09-28,Personal Loan,388000.0,360,11.75,Medical Emergency,Business Owner,52500.0,745,4600.0,8.76,Jointly Owned,"67, Johal Nagar, Hapur 395787, Barasat, Kerala, 864625",35,Male,2,Approved,0,
d0151ba9-45c8-4c9d-a470-11e955f36b71,CUST113230,2023-11-16,Personal Loan,628000.0,60,7.3,Debt Consolidation,Student,10000.0,676,4400.0,44.0,Rented,"407, Balasubramanian Street, Nandyal 600440, Hosur, Chhattisgarh, 354415",50,Male,4,Approved,0,
eaeae8ce-090d-4f3c-871e-c542e02bec4f,CUST101300,2023-04-04,Personal Loan,1266000.0,120,11.44,Education,Business Owner,33300.0,732,4100.0,12.31,Owned,"89/653, Dayal, Indore 754807, Dindigul, Haryana, 385693",25,Other,4,Approved,0,
1a937ba7-1d86-4ae8-9142-90fb7a8335a9,CUST104937,2025-03-07,Home Loan,277000.0,24,9.53,Vehicle Purchase,Self-Employed,80700.0,670,3500.0,4.34,Jointly Owned,"H.No. 30, Krishna Road, Meerut 146701, Jehanabad, Arunachal Pradesh, 609351",49,Male,0,Approved,0,
f7332b1b-6185-4333-85de-a1a206bebacd,CUST114653,2024-06-14,Home Loan,145000.0,60,10.48,Medical Emergency,Business Owner,14800.0,695,3700.0,25.0,Jointly Owned,"911, Bajaj Marg, Bidhannagar-365658, Kulti, Tripura, 420515",46,Female,1,Approved,0,
56e533ff-7250-4d1d-9286-6de0edc9a111,CUST115605,2025-05-28,Car Loan,816000.0,36,15.11,Business Expansion,Self-Employed,46800.0,708,6200.0,13.25,Rented,"66, Borde Zila, Khammam 192498, Vadodara, West Bengal, 784053",55,Other,3,Approved,0,
fe238e78-1a75-4bf5-bd23-457b22e56e90,CUST112599,2024-03-16,Business Loan,460000.0,12,10.4,Debt Consolidation,Retired,61100.0,644,700.0,1.15,Jointly Owned,"85/231, Choudhry, Saharanpur-389512, Deoghar, Maharashtra, 478899",21,Male,2,Declined,0,
674caa63-f83a-4f2c-8dc7-8b1c232b7af2,CUST119721,2023-05-15,Home Loan,741000.0,60,9.46,Home Renovation,Student,54100.0,682,3100.0,5.73,Owned,"H.No. 63, Sengupta Ganj, Mysore 504000, Surendranagar Dudhrej, Jharkhand, 735850",37,Other,1,Approved,0,
8f1946c9-41bb-4797-b6a0-5b1478c00c4e,CUST108522,2023-04-03,Education Loan,405000.0,240,12.37,Wedding,Self-Employed,37600.0,705,5000.0,13.3,Owned,"324, Sundaram Zila, Yamunanagar-981282, Madurai, Manipur, 833649",54,Other,2,Approved,0,
