application_id,customer_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,residential_address,applicant_age,gender,number_of_dependents,loan_status,fraud_flag,fraud_type
ef63ef5a-aa79-49f2-bd35-13257ed83e6f,CUST115127,2022-06-19,Personal Loan,468000.0,36,8.69,Business Expansion,Retired,56700.0,655,0.0,0.0,Rented,"19, Tank Marg, Kirari Suleman Nagar-841891, Guna, West Bengal, 836108",21,Other,2,Approved,0,
87d78220-9891-4e94-ba4e-a26bb567dc44,CUST115019,2023-12-01,Personal Loan,683000.0,120,8.99,Home Renovation,Unemployed,44700.0,700,2400.0,5.37,Owned,"64/46, Saran, Ongole 912713, Dindigul, Karnataka, 894488",51,Female,1,Approved,0,
4837f3e1-f1a1-4c74-8af1-2eece1680c1c,CUST114680,2024-11-07,Home Loan,100000.0,36,7.69,Wedding,Salaried,32700.0,718,4300.0,13.15,Jointly Owned,"H.No. 47, Mallick Zila, Udaipur 779183, Aurangabad, Assam, 361370",47,Female,0,Approved,0,
dc7bca48-40a7-47f3-b825-4c9844213ffd,CUST105132,2023-09-18,Education Loan,869000.0,60,10.06,Debt Consolidation,Retired,59800.0,736,4100.0,6.86,Owned,"83, Koshy Street, Ahmedabad 965750, Guntakal, Assam, 856424",59,Other,4,Approved,0,
616511c8-2008-4b7f-9c48-07bbf0ed66d3,CUST113296,2022-12-17,Personal Loan,610000.0,24,8.88,Wedding,Retired,64200.0,738,1100.0,1.71,Owned,"48, Sama Marg, Ozhukarai-863541, Hyderabad, Madhya Pradesh, 214396",63,Other,2,Approved,0,
f0646891-2e8e-4a5e-b48f-8992d0e21eb1,CUST108190,2022-11-02,Home Loan,177000.0,360,9.42,Wedding,Student,65100.0,616,500.0,0.77,Rented,"05/756, Gole Zila, Sasaram 906400, Danapur, Arunachal Pradesh, 833032",53,Female,3,Declined,0,
097ebed2-6c36-44f8-95a8-8c111dcc857d,CUST117316,2022-09-08,Business Loan,445000.0,120,13.9,Debt Consolidation,Self-Employed,37400.0,778,5400.0,14.44,Jointly Owned,"13/70, Sem Zila, Tenali-189887, Udaipur, Meghalaya, 246034",21,Male,2,Approved,0,
e539eab1-434a-47a7-a0ad-184ebc6cb598,CUST101319,2024-08-22,Education Loan,100000.0,360,10.69,Vehicle Purchase,Retired,45300.0,708,3800.0,8.39,Owned,"H.No. 91, Krishnamurthy Nagar, Faridabad 317155, Karaikudi, Karnataka, 197933",55,Other,3,Approved,0,
6ce48f0d-13ae-4bf5-b66a-436a25e9747b,CUST117214,2024-11-30,Home Loan,832000.0,36,12.67,Education,Business Owner,112100.0,669,4100.0,3.66,Jointly Owned,"14/79, Behl Street, Muzaffarpur-101612, Hyderabad, Mizoram, 147940",28,Female,2,Approved,0,
5a8ff7dc-8cbb-4696-b5a0-bafb74028318,CUST107738,2024-10-24,Education Loan,528000.0,240,11.52,Wedding,Retired,55300.0,677,2200.0,3.98,Rented,"H.No. 715, Sankar Ganj, Sangli-Miraj & Kupwad 675607, Rajkot, Chhattisgarh, 014475",62,Female,0,Approved,0,
fe8930c7-bc14-4357-aa37-b70a9b770de5,CUST119610,2025-03-03,Personal Loan,730000.0,36,9.03,Debt Consolidation,Salaried,41200.0,680,0.0,0.0,Jointly Owned,"H.No. 06, Behl Ganj, Tiruvottiyur-201135, Madhyamgram, Tamil Nadu, 763938",27,Male,3,Approved,0,
0e6ce97f-296f-41e7-88a5-0a4951e4262d,CUST101333,2023-11-09,Home Loan,256000.0,120,8.86,Medical Emergency,Unemployed,87300.0,747,1600.0,1.83,Rented,"72, Sandal Nagar, Machilipatnam 027510, Raurkela Industrial Township, Telangana, 870690",63,Male,1,Approved,0,
cd16939c-1cca-4474-813f-f926e33df883,CUST118235,2023-02-26,Home Loan,589000.0,360,11.49,Wedding,Self-Employed,92100.0,676,4200.0,4.56,Jointly Owned,"H.No. 021, Sethi Zila, Machilipatnam-071038, Loni, Madhya Pradesh, 455426",29,Male,1,Approved,0,
3bd83227-ce68-4f38-891e-262d93cf3a8d,CUST100205,2022-08-14,Business Loan,909000.0,12,11.08,Medical Emergency,Unemployed,26600.0,781,800.0,3.01,Jointly Owned,"36, Soni Marg, Narasaraopet-569998, Saharsa, Bihar, 703886",42,Male,2,Approved,0,
685167c6-dca3-469a-ad72-b71c16e4bce1,CUST108662,2023-11-16,Business Loan,742000.0,36,10.3,Business Expansion,Retired,69900.0,702,3900.0,5.58,Jointly Owned,"H.No. 79, Khatri Road, Madurai 331616, Vellore, Rajasthan, 391986",35,Female,3,Approved,0,
df661635-edd0-4a14-95ac-f4556a4a7965,CUST104803,2025-04-17,Personal Loan,946000.0,360,9.41,Medical Emergency,Salaried,32300.0,686,400.0,1.24,Owned,"133, Din Path, Bahraich 523361, Vijayanagaram, Nagaland, 454912",30,Other,4,Approved,0,
d686c25b-4a9f-46c3-91b2-c2f6d99e74c1,CUST106804,2024-05-01,Home Loan,100000.0,60,9.01,Wedding,Unemployed,28400.0,728,3900.0,13.73,Jointly Owned,"92, Sodhi Chowk, Vijayanagaram 266347, Proddatur, Himachal Pradesh, 302486",59,Other,2,Approved,0,
cd0daa36-9785-4427-b88d-31f41d489e4a,CUST110415,2025-03-07,Home Loan,453000.0,12,12.6,Medical Emergency,Retired,45100.0,665,2400.0,5.32,Jointly Owned,"593, Saran Street, Surendranagar Dudhrej 246485, Bhalswa Jahangir Pur, Manipur, 460695",48,Female,4,Approved,0,
b45b0322-3652-4cc2-8b4a-61bd29d45c97,CUST116839,2023-03-03,Home Loan,655000.0,24,10.35,Medical Emergency,Student,29600.0,651,3800.0,12.84,Rented,"H.No. 82, Singh Ganj, Ulhasnagar 390893, Panipat, Himachal Pradesh, 642388",52,Other,3,Approved,0,
37e93326-3ff5-4828-abbb-21bbd82c5904,CUST119550,2024-05-22,Personal Loan,649000.0,60,9.1,Debt Consolidation,Unemployed,69600.0,673,4000.0,5.75,Owned,"H.No. 97, Sane Path, Ballia 809622, Bidar, Haryana, 954847",55,Female,2,Approved,0,
b3226431-01fb-45af-8251-97301d6dbbca,CUST114626,2023-07-05,Business Loan,439000.0,12,7.32,Vehicle Purchase,Unemployed,39000.0,658,3400.0,8.72,Jointly Owned,"H.No. 23, Chaudhry Chowk, Jalandhar 131303, Tumkur, Uttar Pradesh, 703594",38,Male,2,Approved,0,
7c78ba9e-b9ff-4ce7-b9a3-1654b6d73ff0,CUST107838,2023-11-05,Business Loan,796000.0,60,9.26,Business Expansion,Self-Employed,43100.0,733,200.0,0.46,Owned,"76, Sagar Chowk, Mysore 418256, Secunderabad, Bihar, 229374",41,Male,2,Approved,0,
38590ec3-a727-4236-9a51-aedbde2f4cd4,CUST108808,2024-01-28,Home Loan,100000.0,120,11.67,Medical Emergency,Business Owner,62200.0,648,3700.0,5.95,Rented,"H.No. 09, Balakrishnan Path, Pali 747275, Bijapur, Karnataka, 839857",40,Female,3,Fraudulent - Detected,1,Synthetic Identity
ed77709d-4835-46e7-b03c-22c3123e8027,CUST118684,2024-02-17,Home Loan,374000.0,240,9.23,Debt Consolidation,Self-Employed,50400.0,642,2600.0,5.16,Jointly Owned,"H.No. 272, Ramesh Circle, Kozhikode 262879, Sultan Pur Majra, Himachal Pradesh, 699567",63,Male,3,Declined,0,
d5ccee84-749c-4cd9-9e16-7cb70ff95c79,CUST102831,2024-10-13,Business Loan,446000.0,120,9.52,Wedding,Unemployed,26900.0,738,1900.0,7.06,Owned,"56/224, Bhatia Chowk, Maheshtala-437104, Nagaon, Goa, 096007",25,Other,4,Approved,0,
8945acc2-374c-4e8f-9b6f-f34ce0aa5fde,CUST104341,2022-11-06,Personal Loan,100000.0,24,11.71,Home Renovation,Salaried,54800.0,780,0.0,0.0,Jointly Owned,"H.No. 301, Gill, Durgapur 024715, Shimla, Uttar Pradesh, 366870",27,Other,2,Approved,0,
05f1cc00-021f-4584-ad9e-cb0efffd620d,CUST107638,2025-03-31,Car Loan,334000.0,240,8.06,Education,Self-Employed,85900.0,743,6300.0,7.33,Jointly Owned,"84, Virk Circle, Howrah-576152, Gurgaon, Tamil Nadu, 205271",24,Other,3,Approved,0,
48192d85-ebe2-4384-a33c-ee5e95a7fce3,CUST103379,2023-04-19,Home Loan,100000.0,24,15.51,Business Expansion,Business Owner,31800.0,660,1400.0,4.4,Jointly Owned,"81/837, Uppal Street, Allahabad-463178, Bokaro, Haryana, 739636",56,Male,3,Approved,0,
9785a82d-dce3-4d2a-9817-ede3629ad00a,CUST104721,2023-11-08,Car Loan,794000.0,360,7.78,Home Renovation,Salaried,62900.0,659,400.0,0.64,Jointly Owned,"08, Bhatia Nagar, Rohtak 615072, Ambala, West Bengal, 740439",21,Female,4,Approved,0,
bae920db-d5e8-4c44-a25d-7bce32d77bd0,CUST118734,2023-04-07,Education Loan,344000.0,360,8.88,Wedding,Unemployed,24000.0,701,5000.0,20.83,Jointly Owned,"63, Luthra Nagar, Nizamabad-363091, Anantapur, Tamil Nadu, 607528",51,Other,4,Approved,0,
8435fca6-68cb-47b3-8e1c-c32890e8459c,CUST108808,2024-04-13,Home Loan,528000.0,240,9.9,Home Renovation,Business Owner,62200.0,707,1200.0,1.93,Owned,"H.No. 09, Balakrishnan Path, Pali 747275, Bijapur, Karnataka, 839857",40,Female,3,Fraudulent - Undetected,1,Synthetic Identity
94cc7846-309e-4975-9d73-6e1df3bf34a6,CUST115519,2023-03-24,Car Loan,678000.0,24,10.21,Education,Unemployed,54800.0,690,500.0,0.91,Jointly Owned,"04/63, Dhar Street, Haldia 095962, Tenali, Arunachal Pradesh, 975316",54,Other,1,Approved,0,
677e7003-845c-4035-9ebd-a4891612db20,CUST102260,2023-01-01,Business Loan,100000.0,36,9.41,Wedding,Retired,60900.0,722,5000.0,8.21,Owned,"217, Kumar Chowk, Durg 747706, Saharsa, Tripura, 588348",28,Other,4,Approved,0,
ec5621ff-3df1-44e1-b833-c06d73b8f734,CUST109373,2023-08-09,Education Loan,1205000.0,360,11.06,Vehicle Purchase,Student,58300.0,669,1300.0,2.23,Owned,"49/28, Borde Street, Siwan 650539, Tiruchirappalli, Goa, 448553",38,Male,1,Approved,0,
